text,label
hansilardir,hansılardır
qaydalarin,qaydaların
göndərirlər,göndərirlər
Səbirli,səbrli
Eyniehemiyyetli,eyni əhəmiyyətli
müddəa,müddəa
Yoxe,yox
qurtara,qurtara
qalırlar,qalırlar
pusu,pusu
qəfildən,qəfildən
məsafədən,məsafədən
qalası,qalası
etdikdən,etdikdən
muzakireler,müzakirələr
Konus,konus
goturulecek,götürüləcək
məntiq,məntiq
fərqlidir,fərqlidir
gozumnen,gözümdən
yenilərini,yenilərini
aparan,aparan
hədəflərə,hədəflərə
səhnəsindəki,səhnəsindəki
Fehruz,Fehruz
istəkləri,istəkləri
təmizsən,təmizsən
Guvende,güvəndə
azaldiblar,azaldıblar
qatılmışam,qatılmışam
yolunu,yolunu
Gözünüz,gözünüz
Məktubda,məktubda
incəsənət,incəsənət
çəkmişəm,çəkmişəm
aylrmaq,ayırmaq
acından,acından
melumatdi,məlumatdır
Keçirməliyik,keçirməliyik
karroziya,korroziya
çəkmiyin,çəkməyin
təki,təki
vurulur,vurulur
qayğı,qayğı
olmusam,olmuşam
böyüyüb,böyüyüb
Gülnar,Gülnar
İmtahanlar,imtahanlar
basdığı,basdığı
jurnalindan,jurnalından
cihaza,cihaza
bağışlasın,bağışlasın
tapardiq,tapardıq
bağldı,bağldı
olimpiadaları,olimpiadaları
Çıxmaq,çıxmaq
yoxdumu,yoxdurmu
İstəsəz,istəsəniz
follow,follow
Motolar,motorlar
misli,misli
Günaydın,günaydın
düşürməy,düşürtmək
alt,alt
vərəqə,vərəqə
xoşlamıram,xoşlamıram
rayonlari,rayonları
Maşınlar,maşınlar
qızı,qızı
qepikdi,qəpikdir
ucadan,ucadan
18AZN,18 AZN
master,master
deyishir,dəyişir
Chox,çox
BİNƏQƏDİ,Binəqədi
cine,çinə
zəhrimarın,zəhrimarın
ikisin,ikisini
Linki,linki
elemelidi,eləməlidir
edende,edəndə
Güvənində,güvənin də
təcüblüdü,təəccüblüdür
fakulteler,fakultələr
əsməyə,əsməyə
balim,balım
yashamagi,yaşamağı
InsaAllah,inşAllah
planşetə,planşetə
deyilibki,deyilib ki
olmalıdır,olmalıdır
elətdirir,elətdirir
xasiyyətli,xasiyyətli
6azndılar,6 azn-dırlar
dimlə,dinlə
umumiyetle,ümumiyyətlə
Təfəkkür,təfəkkür
atinnn,atın
sizde,siz də
trapesiyanın,trapesiyanın
çıxarmaq,çıxarmaq
yoxduuuu,yoxdur
monoton,monoton
pandemiya,pandemiya
secmisen,seçmisən
Ensiklopediya,ensiklopediya
Iyunda,iyunda
meqsedim,məqsədim
idiki,idi ki
açılıb,açılıb
rəisin,rəisin
kapitaldan,kapitaldan
nerbala,Nərbala
uzun,uzun
istəyirdilər,istəyirdilər
6-8,6-8
Coxxxx,çox
adətləri,adətləri
donmemelidi,dönməməlidir
kifayətlənməyin,kifayətlənməyin
Bazarda,bazarda
dediklərim,dediklərim
şəklində,şəklində
göstərirsə,göstərirsə
qrupçun,qrup üçün
qaldın,qaldın
demire,dəmirə
girib,girib
həftələrlə,həftələrlə
muharibesini,müharibəsini
qörə,görə
tanıyırsız,tanıyırsınız
işin,işin
rejminde,rejmində
llmalıdı,olmalıdır
dinləmədi,dinləmədi
keçənməz,keçə bilməz
dayanıb,dayanıb
telev,tələb
cavabdı,cavabdı
duzgun,düzgün
lazimsa,lazımdırsa
Paylaşa,paylaşa
normala,normala
yoxla,yoxla
Ənçox,ən çox
lox,lox
diqqətsizliyim,diqqətsizliyim
dükanları,dükanları
baxmaqdansa,baxmaqdansa
bitmiş,bitmiş
Əlimdən,əlimdən
İstəsəniz,İstəsəniz
mohtesem,möhtəşəm
qariwdiridam,qarışdırıram
dəyişdirilməsi,dəyişdirilməsi
sentyabra,sentyabra
Bezdirdim,bezdirdim
asıram,asıram
Keçerik,keçərik
Köhnəsi,köhnəsi
niyr,niyə
riyaziyyar,riyaziyyat
şərik,şərik
Çıxmayıb,çıxmayıb
Dəyər,dəyər
alanlar,alanlar
uzaqdan,uzaqdan
proqramını,proqramını
normaldı,normaldı
aglamaqdan,ağlamaqdan
necəsiniz,necəsiniz
haldada,halda da
vəsiqələr,vəsiqələr
saridan,sarıdan
güzəştlərin,güzəştlərin
Yuxarıdaki,yuxarıdakı
Çıxan,çıxan
ayiran,ayıran
heyacanlanmayin,heyəcanlanmayın
Istəyiniz,istəyiniz
neynirik,neyləyirik
üzərimə,üzərimə
statusa,statusa
bialogiya,bialogiya
əskinas,əskinas
Oxudugunuz,oxuduğunuz
bilim,bilim
Cerime,cərimə
rul,rul
Tramvaylara,tramvaylara
Himayəsində,himayəsində
yeniden,yenidən
əldə,əldə
Əslinde,əslində
kabinent,kabinet
Teshekkurler,təşəkkürlər
əraziden,ərazidən
tapanmadim,tapa bilmədim
çixandan,çıxandan
Sehvler,səhvlər
təhqirdi,təhqirdi
etdirib,etdirib
Çingiz,Çingiz
Yaddaş,yaddaş
düşe,düşə
göndərib,göndərib
getməyi,getməyi
kecmediler,keçmədilər
mərkəzlərinə,mərkəzlərinə
Link,link
aparirdi,aparırdı
özümlədi,özümlədi
məhsuldarlığı,məhsuldarlığı
reseptlə,reseptlə
Bsu,BSU
getire,getire
gəlinir,gəlinir
isqametinin,istiqamətinin
çıxda,çıx da
vaxtım,vaxtım
kartı,kartı
kitabdi,kitabdır
22sine,22-sinə
İdarəsində,idarəsində
olanlardi,olanlardır
qebullardan,qəbullardan
seviyede,səviyyədə
Təbrikıər,təbriklər
Silinib,silinib
orqanindan,orqanından
BİLMİRƏM,bilmirəm
11lere,11 lərə
tapdınız,tapdınız
mənsuliyyətə,məsuliyyətə
Məmmədovanın,Məmmədovanın
sesim,səsim
getdikden,getdikdən
arzulara,arzulara
aidd,aid
toplamaqdı,toplamaqdır
axı,axı
Sualımı,sualımı
neyse,nəysə
desində,desin də
səslə,səslə
axtarmalısız,axtarmalısız
Riyazyat,riyaziyyat
zəngdə,zəngdə
Axşamıvız,axşamınız
atak,ataq
ataram,ataram
teleqramı,teleqramı
suallarn,sualların
huquqa,hüquqa
aşağıdısa,aşağıdırsa
əladı,əladır
matorunu,matorunu
müalicələr,müalicələr
onsuzda,onsuz da
yolayrcna,yolayrıcına
marketi,marketi
fikrimi,fikrimi
Dəniz,Dəniz
siqaretlərin,siqaretlərin
demişdiki,demişdir ki
ray,rəy
gedəsən,gedəsən
andicirki,and içir ki
özüm,özüm
boluşəsiniz,bölüşəsiniz
kartin,kartın
istinad,istinad
tokub,töküb
eşidib,eşidib
borucludu,borcludur
kitabxanası,kitabxanası
Sende,sən də
gozluysuz,gözlüyürsüz
artırması,artırması
hüzur,hüzur
tank,tank
gisterib,göstərib
təhsildir,təhsildir
satasi,satası
tersdi,tərsdir
Öyrətmisiz,öyrətmisiniz
palcigi,palçığı
11-lər,11-lər
ilişirdi,ilişirdi
goresiniz,görəsiniz
Dusmusdu,düşmüşdü
sağla,sağla
qabaqki,qabaqkı
barmaqla,barmaqla
yazdiqlarim,yazdıqlarım
kayfimi,kayfımı
deyerdizde,deyərdiz də
istədiyin,istədiyin
bilmedi,bilmədi
imtahanımdı,imtahanımdır
ucunurdum,uçunurdum
formasını,formasını
oturuculerinin,ötürücülərinin
götürüldü,götürüldü
100lərlə,100-lərlə
xoşbext,xoşbəxt
oturacaq,oturacaq
yukledim,yüklədim
cvblarin,cavabların
olduki,oldu ki
zəhmətdi,zəhmətdir
açıqlığı,açıqlığı
karavan,karavan
cümleler,cümlələr
evlenmesi,evlənməsi
ededlere,ədədlərə
ailəyə,ailəyə
din,din
yazmadin,yazmadın
yaşılı,yaşılı
Qiza,qıza
işarə,işarə
Ede,edə
intahanda,imtahanda
Buranin,buranın
xəbərsizəm,xəbərsizəm
kecersizdi,keçərsizdir
yazında,yazın da
vəsaitlərdən,vəsaitlərdən
hazırlamağa,hazırlamağa
muesseleri,müəssisə
cvab,cavab
yurduna,yurduna
mizah,mizah
deyən,deyən
hissenin,hissənin
maşinda,maşında
sulu,sulu
beyaxdan,bayaqdan
yalan,yalan
vermeden,vermədən
stresse,stressə
iwimde,işimdə
Əməl,əməl
bankin,bankın
omrumden,ömrümdən
Bilmirsiniz,bilmirsiniz
gəlinlə,gəlinlə
əhvalınızı,əhvalınızı
ozunen,özündən
mənidə,məni də
1inci,1 inci
Mühəndis,mühəndis
Qarışdırdınız,qarışdırdınız
girirdim,girirdim
İnanırsınız,inanırsınız
ağrıyır,ağrıyır
Yazdımki,yazdım ki
10sinif,10 sinif
şəxsləri,şəxsləri
kolleci,kolleci
anlasilmasin,anlaşılmasın
yarayır,yarayır
Balın,balın
qız,qız
xeyrini,xeyrini
Haranin,haranın
qaqam,qaqam
Etrafli,ətraflı
soruşmaq,soruşmaq
tərifləməklə,tərifləməklə
2021'in,2021-in
edeal,ideal
Qoshqulu,qoşqulu
videolarına,videolarına
subyektidir,subyektidir
weherler,şəhərlər
təxmini,təxmini
İstəyirəm,istəyirəm
üzerine,üzərinə
Prablem,problem
bisey,bir şey
val,val
bəyyanməni,bəyannaməni
gostererdiz,göstərərdiz
ixtisasları,ixtisasları
düzəltmə,düzəltmə
nəzəriyyədi,nəzəriyyədir
Brat,brat
demirəm,demirəm
eləmisiz,eləmisiniz
duwub,düşüb
təqaüdü,təqaüdü
göndərmişəm,göndərmişəm
çaşdırmasın,çaşdırmasın
aparılırması,aparılırması
Dinamik,dinamik
Mendede,məndədə
tərzini,tərzini
eləməlidir,eləməlidir
alıcısıdır,alıcısıdır
arxasindaki,arxasındaki
fəzada,fəzada
Liderin,liderin
Nələri,nələri
işlərimin,işlərimin
Hası,hansı
saytinin,saytının
atarsiniz,atarsınız
aslanin,aslanın
qurduqdan,qurduqdan
olsaydiz,olsaydınız
oxumuwdim,oxumuşdum
4dənə,dənə
izləyən,izləyən
hardasız,hardasız
İyundadı,iyundadır
Yuxarida,yuxarıda
islesem,işləsəm
Çix,çıx
maşindi,maşındır
qalıbmı,qalıbmı
Tehlukesizlik,təhlükəsizlik
menimde,mənimdə
yazdirmalisiz,yazdırmalısınız
getmelidir,getməlidir
tetbig,tətbiq
restoranları,restoranları
Aslanova,Aslanova
Bahəm,bahəm
maragima,marağıma
pozmaya,pozmaya
omonimler,omonimler
Diesen,deyəsən
olarkı,olar ki
rəyə,rəyə
xristianam,xristianam
köhnəsi,köhnəsi
sağdan,sağdan
agrliq,ağırlıq
aram,aram
isdesemde,istəsəm də
mənzil,mənzil
endi,endi
bilmədiyini,bilmədiyini
hesablayın,hesablayın
Para,para
laq-laqaya,laq-laqaya
texminen,təxminən
dörd,dörd
dostlugumuz,dostluğumuz
həllərinə,həllərinə
Tapmıram,tapmıram
Yəginki,yəgin ki
Diplomların,diplomların
demiyib,deməyib
Avtomobilde,avtomobildə
Düşünersizki,düşünərsiniz ki
qiraqa,qırağa
yığacaq,yığacaq
diaqram,diaqram
hörmətin,hörmətin
bitirdik,bitirdik
yazanlaradır,yazanlaradır
deyen,deyən
çalışın,çalışın
yana,yana
buraxılışdan,buraxılışdan
böynumda,boynumda
alıcısıdır,alıcısıdır
itirdiyiniz,itirdiyiniz
Baxarsiz,baxarsınız
aylarda,aylarda
qranul,qranul
istəyimnən,istəyimdən
tuturam,tuturam
yardım,yardım
8ayliq,8 aylıq
here,hərə
yerimə,yerimə
deyirdilerki,deyirdilər ki
ededler,ədədlər
bağlanmışdı,bağlanmışdır
yazdın,yazdın
istəmirdi,istəmirdi
köpüdə,körpüdə
kömək,kömək
azdır,azdır
qaldirmaq,qaldırmaq
oyrendim,öyrəndim
Abdulla,Abdulla
sosiologiya,sosiologiya
parametirlerin,parametrlərin
Irade,İradə
yani,yəni
seklin,şəklin
kəssin,kəssin
xarakterinə,xarakterinə
Buraxlış,buraxılış
çoxdur,çoxdur
Onnansa,ondansa
Açmadım,açmadım
monoqam,monoqam
evide,evi də
bilərdə,bilər də
gördüre,gördürə
danisilir,danışılır
xranologiya,xranologiya
21-35,21-35
həyatında,həyatında
tapanlarrrrrr,tapanlar
edeb,ədəb
isdiyirdim,istəyirdim
yazdığın,yazdığın
maraqlidir,maraqlıdır
seçimində,seçimində
Bələdçi,bələdçi
keçim,keçim
ataq,ataq
Binəqədidə,Binəqədidə
trendə,trendə
2008-ci,2008-ci
keçr,keçir
501-36-32,501-36-32
qatılmasını,qatılmasını
Bizi,bizi
ayarlar,ayarlar
girishde,girişdə
rəfiqəsi,rəfiqəsi
gosterirdim,göstərirdim
yaratmayin,yaratmayın
layihədə,layihədə
sonradı,sonradır
birden,birdən
fazile,fasilə
sənsən,sənsən
elçilər,elçilər
paylaşılacaqdır,paylaşılacaqdır
abituriyentem,abituriyentəm
ilkilər,ilkilər
Insallah,inşAllah
açacaqlar,açacaqlar
Asya,Asya
deyilirdi,deyilirdi
Xəyal,Xəyal
görərik,görərik
qəbulda,qəbulda
Cavan,cavan
adimini,admini
isdedim,istədim
kitablnın,kitabının
kovid,covid
metnlerinin,mətnlərinin
bilersiniz,bilərsiniz
itirmişəm,itirmişəm
sübutum,sübutum
casdirdime,çaşdırdım
Ümidim,ümidim
linke,linkə
qoşulmur,qoşulmur
deyiree,deyir
açıqda,açıqda
paylaşdığını,paylaşdığını
axirda,axırda
cavabinin,cavabının
suruculuk,sürücülük
çıxıbdır,çıxıbdır
hazirlashmisam,hazırlaşmışam
gezisir,gəzişir
apara,apara
yoxlayaq,yoxlayaq
5gün,5 gün
davranışını,davranışını
Yuxarı,yuxarı
yanır,yanır
əzbərləyəcəm,əzbərləyəcəyəm
ezberliyek,əzbərliyək
xasiyyətlər,xasiyyətlər
menimseyerek,mənimsəyərək
yazmasın,yazmasın
elemey,eləmek
neferden,nəfərdən
dərhal,dərhal
Siyahini,siyahını
yazmasina,yazmasına
yoran,yoran
qansiz,qansız
benzinime,benzinimə
Karqo,karqo
olub-olmamasından,olub-olmamasından
obiri,obiri
bilerdim,bilərdim
mərhələyə,mərhələyə
maşındı,maşındır
qaytarmağı,qaytarmağı
Magistr,magistr
deyill,deyil
oxumuşam,oxumuşam
Tapmadım,tapmadım
Adminlərdən,adminlərdən
duzeldirem,düzəldirəm
kəsilməyim,kəsilməyim
doluyam,doluyam
gözündə,gözündə
veziyyetdeyem,vəziyyətdəyəm
Oxuyuram,oxuyuram
dastan,dastan
doyurem,döyürəm
izahın,izahın
vermediz,vermədiniz
Gelecekde,gələcəkdə
artirilib,artırılıb
Yoxx,yox
dusmədim,düşəmədim
kecirilir,keçirilir
Heee,hə
2014-cu,2014-cü
maraqlanib,maraqlanıb
oturması,oturması
kəsişdi,kəsişdi
verlə,verilə
sernisine,sərnişinə
sulara,sulara
gozlemirler,gözləmirlər
haqqindan,haqqından
satarken,satarkən
qipqirmizi,qıpqırmızı
yubkalı,yubkalı
axrinci,axrıncı
bayramınız,bayramınız
nədən,nədən
Adminlerden,adminlərdən
məktubuzu,məktubunuzu
evimidə,evimi də
Profil,profil
tezyiqin,təzyiqin
Təşəkkür,təşəkkür
yatır,yatır
kataqoriyadır,kataqoriyadır
olmasınki,olmasın ki
metropol,metropol
bilmədiyi,bilmədiyi
merkezi,mərkəzi
hazirda,hazırda
dostlarim,dostlarım
isteyirəm,istəyirəm
sozlerinin,sözlərinin
gorushe,görüşə
hazirlayin,hazırlayın
hadisələrin,hadisələrin
oturmağı,oturmağı
Yaxşısı,yaxşısı
yarışına,yarışına
yolduki,yoldur ki
avgustun,avqustun
başıma,başıma
heyvanlara,heyvanlara
ayının,ayının
sevmirem,sevmirəm
buncür,bucür
sbh,sabah
Müəlliməmiz,müəlliməmiz
qayidacaqdim,qayıdacaqdım
Bilənlərdən,bilənlərdən
sagima,sağıma
bilirse,bilirsə
yaradırsınız,yaradırsınız
Anasının,anasının
Mənnənsiz,mənimləsiz
Deqiqdi,dəqiqdir
kolleclər,kolleclər
cavabsızdı,cavabsızdı
Yedək,yedək
Soldakinda,soldakında
xarakterdi,xarakterdir
xasiyyətdə,xasiyyətdə
Video-dərslər,video-dərslər
necəsən,necəsən
Qişqu,qoşqu
getmeli,getməli
İsrayıl,İsrayıl
ibarətdir,ibarətdir
etmiyen,etmiyən
Sertifikat,sertifikat
marta,marta
Xəmsə,xəmsə
Mələk,Mələk
testt,test
kataqorya,kateqoriya
Isteyir,istəyir
Psixoloji,psixoloji
Deyiblər,deyiblər
Satılıb,satılıb
kasib,kasıb
zonada,zonada
Əsil,əsl
rahatladım,rahatladım
suallarından,suallarından
baxacam,baxacağam
Hamini,hamını
dərslərdən,dərslərdən
mucru,mücrü
İsine,işinə
dəyişəcəm,dəyişəcəm
nöqtələri,nöqtələri
deyəcəksizsə,deyəcəksinizsə
yeniləndi,yeniləndi
povorotniki,povorotniki
qocalanda,qocalanda
gələck,gələcək
bdu,bdu
Adminlərdən,adminlərdən
neçesidi,neçəsidir
adnsu,ADNSU
Atında,atında
Soruşmuşdum,soruşmuşdum
olubsa,olubsa
hüquqlarını,hüquqlarını
məzunlar,məzunlar
seriallarda,seriallarda
ÜMUMİ,ümumi
avtonəqliyyat,avtonəqliyyat
olarmı,olar mı
bisirib,bişirib
yüklənənlər,yüklənənlər
kəsildim,kəsildim
tanış,tanış
ad,ad
ifadəni,ifadəni
qurupun,qrupun
yasiyir,yaşayır
hissələrini,hissələrini
avtomatik,avtomatik
boyumusem,büyümüşəm
gözəlləridə,gözəlləri də
harda,harda
istemedi,istəmədi
imtahanı,imtahanı
xshiş,xahiş
kollokviumnan,kollokviumdan
riyazoyyat,riyaziyyat
yaranmişdi,yaranmışdı
Minim,minim
serfiyyatini,sərfiyyatını
kabinetim,kabinetim
işarələyə,işarələyə
yigmaq,yığmaq
adamları,adamları
evlənmək,evlənmək
arvadı,arvadı
Piyadalar,piyadalar
vereceyimiz,verəcəyimiz
Yuxarı,yuxarı
haggi,haqqı
1saatdi,1 saatdır
çətn,çətin
jurnalidaki,jurnalındakı
tanıdırdı,tanıdırdı
akademiyasına,akademiyasına
çatdıra,çatdıra
baxanda,baxanda
Tələb,tələb
AMMA,amma
Özümdə,özüm də
iwliyib,işləyib
hazırlığ,hazırlıq
danişmasam,danışmasam
qeribeyem,qəribəyəm
salınacaq,salınacaq
olasınız,olasınız
deyiwdirdikden,dəyişdirdikdən
lupa,lupa
buraxilisi,buraxılışı
diqqət,diqqət
oraya,oraya
sevgiler,sevgilər
movzularin,mövzuların
Belke,bəlkə
Üst,üst
fırlanıram,fırlanıram
düşünəm,düşünəm
eynidir,eynidir
dəyişərək,dəyişərək
Atıb,atıb
İcaze,icazə
yoxdur,yoxdur
etibaren,etibarən
çəkin,çəkin
Sənanın,Sənanın
cvabinin,cavabının
haqsızlıq,haqsızlıq
600də,600-də
qoyacaqda,qoyacaq da
gonderdiyiniz,göndərdiyiniz
cawdirmaq,çaşdırmaq
biznesi,biznesi
sahibindən,sahibindən
öyrənə,öyrənə
avtomobildi,avtomobildir
sürücüsünə,sürücüsünə
suretler,surətlər
statistikaya,statistikaya
Uşaqlıqda,uşaqlıqda
Silinir,silinir
məyus,məyus
toyumuz,toyumuz
Güzel,Gözəl
saylı,saylı
yuk,yük
Hüseyn,Hüseyn
içməyinə,içməyinə
telfonu,telefonu
gözəlsən,gözəlsən
güzgüdə,güzgüdə
sianqlari,sınaqları
Zeynalabdin,Zeynalabdin
düşmürsüz,düşmürsünüz
danışmağa,danışmağa
Baslangicda,başlanğıcda
genclerimiz,gənclərimiz
nənəsi,nənəsi
videodur,videodur
Subayam,subayam
şeylere,şeylərə
baninda,banın da
hazırlaşırdim,hazırlaşırdım
tecılı,təcili
Naxcivanda,Naxçıvanda
yazildi,yazıldı
sol,sol
NEFT,neft
Sağ,sağ
məmnun,məmnun
70den,70 dən
Mesaj,mesaj
Gunay-,Günay
yazmisam,yazmışam
soruşmalıyam,soruşmalıyam
bilersenmi,bilərsənmi
düşmedm,düşmədim
cep,çəp
sözlərlə,sözlərlə
yaradirsiz,yaradırsınız
zolagına,zolağına
qurun,qurun
yığsaz,yığsaz
Kiçik,kiçik
istyirem,istəyirəm
əziyyətə,əziyyətə
Hal-hazırda,hal-hazırda
qurup,qrup
fesilden,fəsildən
dividend,dividend
atasıda,atası da
yazdığım,yazdığım
qrammatikadan,qrammatikadan
oldugca,olduqca
quracağıma,quracağıma
bacımdır,bacımdır
menfeetde,mənfəətdə
xətti,xətti
heyif,heyf
nəyine,nəyinə
bawliyin,başlayın
seks,seks
yaman,yaman
evezleshdirmeyib,əvəzləşdirməyib
jale,Jalə
benzeyir,bənzəyir
onannda,ondan da
edilməsi,edilməsi
Aça,aça
Coxun,çoxun
gülür,gülür
4dən,4 dən
seyfeni,səhifəni
sahibini,sahibini
Gir,gir
Gavabları,cavabları
Sahibkarlıqda,sahibkarlıqda
yazag,yazaq
gozluyub,gözlüyüb
Deniz,dəniz
cixanda,çıxanda
pozuru,pozur
Natural,natural
qəbulun,qəbulun
xidmetini,xidmətini
demiwdin,demişdin
terminalla,terminalla
salinmasi,salınması
Fayla,fayla
cixmiw,çıxmış
eyileceyini,əyiləcəyini
Masallahin,maşAllahın
olmasiyla,olmasıyla
vəqfinin,vəqfinin
etdirməyə,etdirməyə
etməyimiz,etməyimiz
Ümumidi,ümumidir
Salab,salam
soyadımı,soyadımı
guvenlikden,güvənlikdən
sınağin,sınağın
gedəcəksiniz,gedəcəksiniz
İçimi,içimi
Ədəbiyyata,ədəbiyyata
Özüm,özüm
DİNAMİKA,dinamika
16yawdi,16 yaşdır
pzur,pozur
bul,bil
kimyasi,kimyası
tövsiyə,tövsiyyə
səmimi,səmimi
salinmasi,salınması
Reklam,reklam
tələbədir,tələbədir
Admine,adminə
kökdürsə,kökdürsə
imtahanindaki,imtahanında ki
jale,Jalə
bunları,bunları
basliyim,başlayım
edebiler,edə bilər
xətai,xətai
deqiqleşdirib,dəqiqləşdirib
Axırda,axırda
qazandırırsız,qazandırırsınız
Qrupların,qrupların
nəşrdir,nəşrdir
gozdemelisen,gözləməlisən
noyabrda,noyabrda
Qrammatikası,qrammatikası
Xalid,Xalid
qalmıyıb,qalmayıb
11-sinif,11-sinif
eliyin,eliyin
açıldığına,açıldığına
edilməkdən,edilməkdən
bölüşürdük,bölüşürdük
necədə,neçədə
Testə,testə
etməz,etməz
şeyin,şeyin
ASLANOVA,Aslanova
sərf,sərf
olmuyacam,olmuyacam
miniklere,miniklərə
baqlamadim,bağlamadım
diqqətini,diqqətini
yaşlarını,yaşlarını
Neftə,neftə
öyrənsəm,öyrənsəm
Pedaqogika,pedaqogika
hamisi,hamısı
götürmüşem,götürmüşəm
auditi,auditi
xarakterim,xarakterim
DİMi,DİM-i
dəqiqə,dəqiqə
ezamiyyətdəyəm,ezamiyyətdəyəm
verirmi,verirmi
qadınlarında,qadınların da
soruşmuram,soruşmuram
adminlerin,adminlərin
rezidentintle,rezidentinlə
qelemle,qələmlə
hesablıyır,hesablayır
imtnda,imtahanda
yazmadm,yazmadım
Gediwat,gedişat
Dersler,dərslər
xarda,harada
razisiz,razısınız
unisində,unisində
göndərilməyib,göndərilməyib
zirvə,zirvə
baglanacaq,bağlanacaq
yemir,yemir
Buni,bunu
imtahandada,imtahanda da
dolasdi,dolaşdı
kimləsə,kimləsə
dəyərlidir,dəyərlidir
Alinmalidisa,alınmalıdırsa
markalanmamış,markalanmamış
istqametli,istiqamətli
İctimai-siyasi,İctimai-siyasi
Paylasin,paylaşın
2019toplu,2019 toplu
2012-ci,2012-ci
küçməmisiz,köçməmisiz
insaallah,inşAllah
lüften,lütfən
Ayten,Aytən
almışam,almışam
Səxsiyə,şəxsiyə
həyatdakı,həyatdakı
dədəmgillə,dədəmgillə
enene,ənənə
mawina,maşına
kecərik,keçərik
heçlikdir,heçlikdir
boyutmuşuk,böyütmüşük
istyrəm,istəyirəm
ayrılaq,ayrılaq
Tebrikleer,təbriklər
diaqnostika,diaqnostika
oturub-dururlar,oturub-dururlar
senn,sən
dediklerivizde,dediklərivizdə
empati,empati
izləməm,izləməm
Xüsusi,xüsusi
sinifi,sinfi
məzarı,məzarı
sözlərimi,sözlərimi
MƏNDƏ,məndə
cəzasını,cəzasını
Birazdan,birazdan
vuranlarin,vuranların
PDFler,pdf-lər
gömrük,gömrük
coxduye,çoxdu
maliyyəyə,maliyyəyə
biriniz,biriniz
sənaye,sənaye
Muzdla,muzdla
iwlemeyin,işləməyin
əhəmiyyəti,əhəmiyyəti
geribedie,qəribədir
İçən,içən
evimde,evimdə
yagina,yağına
dairenin,dairənin
ailəmnən,ailəmlə
haramçiliq,haramçılıq
unudub,unudub
çıxmış,çıxmış
nənə,nənə
qurtar,qurtar
azndı,azn di
sevgilidi,sevgilidir
xəttdən,xəttdən
unidən,universitetdən
Deyib,deyib
suallardı,suallardı
omurlu,ömürlü
rahatçılığa,rahatçılığa
Eynidi,eyni di
galma,qalma
vererdi,verərdi
Yazılmalıdı,yazılmalıdır
keçməsək,keçməsək
hemcinin,həmçinin
düşünceli,düşüncəli
vəhşisən,vəhşisən
pisliyi,pisliyi
baki,Baki
bitmədiyini,bitmədiyini
ztn,zatən
fikrimce,fikrimcə
məxrəc,məxrəc
Özü,özü
yaşayiram,yaşayıram
saatlıq,saatlıq
sadecə,sadəcə
Terifin,tərifin
Qocayev,Qocayev
götürürem,götürürəm
qatılma,qatılma
alinar,alınar
deyeceyimi,deyəcəyimi
sadedir,sadədir
Əvəzləsdirmək,əvəzləşdirmək
gelmek,gəlmək
inkiwaf,inkişaf
Göndərilir,göndərilir
dostumdan,dostumdan
mühazirəsi,mühazirəsi
şəxsiya,şəxsiyə
Ailə,ailə
inaniriq,inanırıq
dozdum,dözdüm
yollaya,yollaya
paylasdim,paylaşdım
sayanda,sayanda
yazdız,yazdınız
Kritik,kritik
dayanirsiz,dayanırsınız
donebilmirse,dönə bilmirsə
faydalidi,faydalıdır
ölkəmiz,ölkəmiz
fenlerden,fənnlərdən
oynuyan,oynuyan
parkalnmaya,parklanmaya
aciqlanacaq,açıqlanacaq
yaranma,yaranma
Günü,günü
çıxarıg,çıxarıq
görəcəyik,görəcəyik
pulsuza,pulsuza
Senan,Sənan
canimcun,canım üçün
nömrəsi,nömrəsi
Məntəqədə,məntəqədə
bezdirir,bezdirir
firladi,fırladı
dişini,dişini
Ferda,Fərda
yigdigini,yığdığını
Yagisli,yağışlı
qoymadi,qoymadı
Rus,Rus
sese,səsə
belələrinə,belələrinə
Əhmədli,Əhmədli
yedeyinde,yedəyində
paylaşilacaqdir,paylaşılacaqdır
tapanmiram,tapa bilmirəm
inaniramki,inanıram ki
yalançılar,yalançılar
qabaginda,qabağında
yatmamalidi,yatmamalıdır
mağaza,mağaza
alsam,alsam
motosikletimizi,motosikletimizi
məllimə,müəllimə
verilmeyen,verilməyən
Surub,sürüb
yukləyir,yükləyir
etdimsə,etdimsə
politologiyaya,politologiyaya
MODEL,model
qrafiki,qrafiki
daşıyasan,daşıyasan
hazirlasanlar,hazırlaşanlar
satilr,satılır
demeli,deməli
pdf'ni,pdf-i
buraxır,buraxır
qachannan,qaçandan
kecirin,keçirin
riyayet,riyaət
başladı,başladı
istisnadı,istisnadır
metinlerine,mətnlərinə
yayınlarının,yayınlarının
Abtruyent,abituriyent
sizində,sizin də
qarwimiz,qarşımız
ÜLVİ,Ülvi
idarələrin,idarələrin
yasimda,yaşımda
alıb,alıb
baxsaz,baxsaz
mərhələsi,mərhələsi
əsəblərimiz,əsəblərimiz
qonaqlıq,qonaqlıq
gemide,gəmidə
keçməyənlər,keçməyənlər
Burdaki,buradakı
əlbəttəki,əlbəttə ki
İşimiz,işimiz
sağoıun,sağolun
cixartdiki,çıxartdı ki
birində,birində
krçə,küçə
sərəncam,sərəncam
saxlayiram,saxlayıram
kolec,kolec
Tecili,təcili
mebleginin,məbləğinin
qapıma,qapıma
jurnalin,jurnalın
müdir,müdür
